# Simulation 1 (Up to date)
# 923 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0
14.622,840.018,-25.821,-8.683
14.639,839.59,-25.965,-8.738
14.659,839.061,-26.143,-8.817
14.689,838.262,-26.413,-8.939
14.735,837.048,-26.825,-9.074
14.764,836.265,-27.089,-9.122
14.783,835.751,-27.261,-9.135
14.799,835.304,-27.411,-9.135
14.815,834.879,-27.552,-9.118
14.83,834.442,-27.696,-9.092
14.847,833.968,-27.851,-9.055
14.867,833.419,-28.028,-8.998
14.894,832.67,-28.267,-8.907
14.934,831.534,-28.62,-8.773
14.984,830.092,-29.055,-8.676
15.015,829.166,-29.33,-8.645
15.044,828.318,-29.579,-8.63
15.073,827.46,-29.828,-8.644
15.11,826.352,-30.148,-8.696
15.16,824.834,-30.586,-8.779
15.199,823.631,-30.929,-8.786
15.227,822.769,-31.172,-8.748
15.261,821.708,-31.468,-8.688
15.311,820.124,-31.9,-8.61
15.361,818.518,-32.329,-8.549
15.411,816.891,-32.754,-8.461
15.454,815.453,-33.123,-8.455
15.504,813.787,-33.545,-8.432
15.554,812.099,-33.968,-8.461
15.604,810.39,-34.391,-8.475
15.652,808.753,-34.792,-8.447
15.696,807.215,-35.162,-8.39
15.746,805.446,-35.58,-8.339
15.796,803.657,-35.995,-8.234
15.846,801.847,-36.403,-8.127
15.871,800.921,-36.609,-8.123
15.899,799.888,-36.838,-8.148
15.941,798.327,-37.182,-8.174
15.991,796.458,-37.592,-8.196
16.041,794.568,-38.002,-8.222
16.064,793.701,-38.189,-8.207
16.086,792.849,-38.371,-8.173
16.113,791.822,-38.589,-8.12
16.153,790.271,-38.912,-8.021
16.203,788.316,-39.309,-7.868
16.225,787.44,-39.483,-7.831
16.245,786.681,-39.633,-7.823
16.264,785.892,-39.789,-7.853
16.293,784.76,-40.013,-7.92
16.335,783.051,-40.351,-7.989
16.362,781.972,-40.565,-7.982
16.385,781.037,-40.748,-7.938
16.416,779.783,-40.99,-7.87
16.462,777.888,-41.35,-7.77
16.512,775.811,-41.737,-7.7
16.552,774.134,-42.044,-7.689
16.602,772.022,-42.429,-7.708
16.652,769.891,-42.815,-7.727
16.684,768.488,-43.067,-7.688
16.725,766.741,-43.377,-7.614
16.775,764.563,-43.755,-7.494
16.813,762.884,-44.04,-7.447
16.844,761.523,-44.27,-7.475
16.89,759.47,-44.615,-7.482
16.94,757.23,-44.989,-7.454
16.99,754.971,-45.36,-7.38
17.04,752.694,-45.729,-7.376
17.09,750.398,-46.096,-7.321
17.14,748.084,-46.461,-7.264
17.19,745.752,-46.823,-7.226
17.24,743.402,-47.183,-7.194
17.29,741.034,-47.542,-7.129
17.34,738.648,-47.897,-7.089
17.39,736.244,-48.251,-7.085
17.44,733.823,-48.605,-7.051
17.49,731.384,-48.956,-6.996
17.54,728.927,-49.305,-6.952
17.59,726.453,-49.65,-6.837
17.619,725.029,-49.845,-6.837
17.661,722.925,-50.134,-6.885
17.71,720.434,-50.475,-6.875
17.736,719.126,-50.652,-6.834
17.773,717.274,-50.9,-6.739
17.823,714.72,-51.234,-6.627
17.845,713.594,-51.379,-6.612
17.867,712.423,-51.53,-6.642
17.902,710.659,-51.758,-6.694
17.94,708.66,-52.016,-6.686
17.964,707.408,-52.176,-6.653
17.994,705.846,-52.374,-6.59
18.039,703.492,-52.666,-6.473
18.068,701.959,-52.854,-6.44
18.094,700.597,-53.02,-6.448
18.132,698.546,-53.269,-6.486
18.182,695.874,-53.593,-6.451
18.229,693.373,-53.892,-6.392
18.279,690.671,-54.21,-6.301
18.328,687.968,-54.522,-6.278
18.378,685.234,-54.836,-6.267
18.428,682.485,-55.148,-6.217
18.478,679.72,-55.457,-6.17
18.528,676.939,-55.764,-6.104
18.578,674.143,-56.069,-6.109
18.628,671.332,-56.374,-6.08
18.67,668.996,-56.624,-5.983
18.72,666.157,-56.921,-5.923
18.756,664.105,-57.134,-5.938
18.806,661.241,-57.43,-5.909
18.856,658.362,-57.726,-5.882
18.906,655.468,-58.018,-5.813
18.956,652.56,-58.307,-5.765
19.006,649.638,-58.594,-5.72
19.056,646.701,-58.88,-5.701
19.106,643.75,-59.164,-5.656
19.156,640.784,-59.444,-5.57
19.201,638.098,-59.696,-5.573
19.251,635.106,-59.974,-5.541
19.301,632.101,-60.249,-5.485
19.351,629.081,-60.522,-5.417
19.401,626.049,-60.792,-5.396
19.451,623.002,-61.062,-5.395
19.495,620.294,-61.3,-5.349
19.545,617.222,-61.565,-5.257
19.595,614.137,-61.827,-5.222
19.645,611.039,-62.087,-5.198
19.695,607.928,-62.347,-5.202
19.732,605.635,-62.538,-5.167
19.775,602.956,-62.757,-5.082
19.825,599.811,-63.009,-4.996
19.847,598.424,-63.119,-4.989
19.872,596.827,-63.246,-5.037
19.91,594.425,-63.437,-5.057
19.93,593.167,-63.537,-5.018
19.959,591.276,-63.685,-4.949
20.004,588.431,-63.905,-4.892
20.054,585.237,-64.148,-4.873
20.104,582.023,-64.392,-4.873
20.141,579.622,-64.573,-4.823
20.191,576.387,-64.811,-4.73
20.224,574.27,-64.965,-4.712
20.263,571.732,-65.149,-4.731
20.313,568.469,-65.386,-4.708
20.351,565.981,-65.563,-4.638
20.401,562.697,-65.793,-4.581
20.448,559.549,-66.012,-4.567
20.498,556.242,-66.241,-4.565
20.536,553.776,-66.41,-4.531
20.58,550.829,-66.608,-4.418
20.604,549.247,-66.713,-4.382
20.621,548.063,-66.79,-4.383
20.643,546.611,-66.886,-4.407
